message,label
"What fragrance fits a 'luxurious' lifestyle?",1
"I want a perfume that smells like a blooming lily.",1
"Looking for a scent that is very clean and minimal.",1
"I'm a athlete, I want a scent that is energetic.",1
"What's the best fragrance for a autumn afternoon?",1
"I want something that smells like a warm gingerbread cookie.",1
"Looking for a perfume with a prominent vanilla note.",1
"I'm a teacher, I want a scent that is friendly.",1
"What fragrance should I wear to a housewarming party?",1
"I want a perfume that smells like a mediterranean garden.",1
"Looking for a scent that is very dark and resinous.",1
"I'm a businessman, I want a scent that is professional.",1
"What's a good fragrance for a spring morning?",1
"I want something that smells like a luxury resort.",1
"Looking for a perfume with a strong patchouli note.",1
"I'm a writer, I want a scent that is inspiring.",1
"What fragrance fits a 'classic' lifestyle?",1
"I want a perfume that smells like a blooming peony.",1
"Looking for a scent that is very woody and warm.",1
"I'm a student, I want a scent that is cool.",1
"What's the best fragrance for a summer day?",1
"I want something that smells like a fresh strawberry.",1
"Looking for a perfume with a prominent musk note.",1
"I'm a chef, I want a scent that is fresh.",1
"What fragrance should I wear to a family reunion?",1
"I want a perfume that smells like a cedar tree.",1
"Looking for a scent that is very spicy and bold.",1
"I'm a student, recommend me a fragrance for graduation day.",1
"Who won the game last night?",0
"I'm so tired of this weather.",0
"Can you help me with my math homework?",0
"What's the best way to cook a steak?",0
"I forgot my password again.",0
"Do you think it's going to rain today?",0
"Tell me a joke about a dog.",0
"I need a workout routine for beginners.",0
"How do I change a tire?",0
"My boss is driving me crazy.",0
"What's the capital of France?",0
"I'm feeling really down today.",0
"Can you recommend a good sci-fi movie?",0
"How do I get red wine out of a carpet?",0
"I'm so bored.",0
"What's the latest news?",0
"How do I make a sourdough starter?",0
"I'm thinking about quitting my job.",0
"What's the best way to learn Spanish?",0
"I need a recipe for chocolate chip cookies.",0
"My phone won't turn on.",0
"How do I plant tomatoes?",0
"What's the square root of 144?",0
"I'm so excited for the weekend!",0
"Can you help me write a resume?",0
"What's the best way to get organized?",0
"I'm feeling really stressed out.",0
"How do I fix a leaky faucet?",0
"What's the best way to lose weight?",0
"I'm looking for a new hobby.",0
"Can you tell me a story?",0
"What's the best way to save money?",0
"I'm feeling really lonely.",0
"How do I build a birdhouse?",0
"What's the best way to stay motivated?",0
"I'm looking for a new book to read.",0
"Can you help me plan a trip?",0
"What's the best way to deal with anxiety?",0
"I'm feeling really angry right now.",0
"How do I make a paper airplane?",0
"What's the best way to improve my memory?",0
"I'm looking for a new podcast to listen to.",0
"Can you help me understand quantum physics?",0
"What's the best way to handle a break-up?",0
"I'm feeling really confused.",0
"How do I draw a cat?",0
"What's the best way to get a good night's sleep?",0
"I'm looking for a new recipe for dinner.",0
"Can you help me write a poem?",0
"What's the best way to deal with a difficult person?",0
"I'm feeling really happy today!",0
"How do I tie a tie?",0
"What's the best way to learn to code?",0
"I'm looking for a new video game to play.",0
"Can you help me with my taxes?",0
"What's the best way to stay healthy?",0
"I'm feeling really overwhelmed.",0
"How do I bake a cake?",0
"What's the best way to improve my focus?",0
"I'm looking for a new series to binge-watch.",0
"Can you help me find a job?",0
"What's the best way to handle a disagreement?",0
"I'm feeling really inspired.",0
"How do I knit a scarf?",0
"What's the best way to learn to play the guitar?",0
"I'm looking for a new workout routine.",0
"Can you help me with my chemistry homework?",0
"What's the best way to save for retirement?",0
"I'm feeling really grateful.",0
"How do I make a cocktail?",0
"What's the best way to get a promotion?",0
"I'm looking for a new place to travel to.",0
"Can you help me understand the stock market?",0
"What's the best way to deal with grief?",0
"I'm feeling really adventurous.",0
"How do I fix a broken zipper?",0
"What's the best way to learn to paint?",0
"I'm looking for a new hobby to try.",0
"Can you help me write a speech?",0
"What's the best way to stay productive?",0
"I'm feeling really calm.",0
"How do I make a pizza?",0
"What's the best way to improve my communication skills?",0
"I'm looking for a new artist to listen to.",0
"Can you help me find a house?",0
"What's the best way to handle stress at work?",0
"I'm feeling really proud of myself.",0
"How do I make a friendship bracelet?",0
"What's the best way to learn a new language?",0
"I'm looking for a new recipe for lunch.",0
"Can you help me understand artificial intelligence?",0
"What's the best way to deal with a toxic friend?",0
"I'm feeling really motivated today.",0
"How do I make a smoothie?",0
"What's the best way to improve my public speaking?",0
"I'm looking for a new show to watch on Netflix.",0
"Can you help me find a car?",0
"What's the best way to handle a work-life balance?",0
"I'm feeling really content.",0
"How do I make a salad?",0
"What's the best way to improve my time management?",0
"I'm looking for a new book series to read.",0
"Can you help me understand the history of the world?",0
"What's the best way to deal with a difficult situation?",0
"I'm feeling really lucky.",0
"How do I make a sandwich?",0
"What's the best way to improve my self-esteem?",0
"I'm looking for a new movie to see in theaters.",0
"Can you help me find a volunteer opportunity?",0
"What's the best way to handle a career change?",0
"I'm feeling really peaceful.",0
"How do I make a cup of coffee?",0
"What's the best way to improve my social skills?",0
"I'm looking for a new game to play on my phone.",0
"Can you help me understand the meaning of life?",0
"What's the best way to deal with a loss?",0
"I'm feeling really hopeful.",0
"How do I make a bowl of cereal?",0
"What's the best way to improve my physical health?",0
"I'm looking for a new restaurant to try.",0
"Can you help me find a therapist?",0
"What's the best way to handle a conflict?",0
"I'm feeling really energetic.",0
"How do I make a toast?",0
"What's the best way to improve my mental health?",0
"I'm looking for a new activity to do with friends.",0
"Can you help me understand the universe?",0
"What's the best way to deal with a failure?",0
"I'm feeling really curious.",0
"How do I make a glass of water?",0
"What's the best way to improve my relationships?",0
"I'm looking for a new way to relax.",0
"Can you help me find a gift for my mom?",0
"What's the best way to handle a difficult conversation?",0
"I'm feeling really creative today.",0
"How do I make a bed?",0
"What's the best way to improve my sleep?",0
"I'm looking for a new recipe for breakfast.",0
"Can you help me understand how a computer works?",0
"What's the best way to deal with a disappointment?",0
"I'm feeling really determined.",0
"How do I wash my hair?",0
"What's the best way to improve my diet?",0
"I'm looking for a new way to stay active.",0
"Can you help me find a new job?",0
"What's the best way to handle a tough day?",0
"I'm feeling really optimistic.",0
"How do I brush my teeth?",0
"What's the best way to improve my productivity?",0
"I'm looking for a new place to explore.",0
"Can you help me understand politics?",0
"What's the best way to deal with a challenge?",0
"I'm feeling really courageous.",0
"How do I get to the airport?",0
"What's the best way to improve my confidence?",0
"I'm looking for a new song to listen to.",0
"Can you help me find a gym?",0
"What's the best way to handle a change?",0
"I'm feeling really brave.",0
"How do I use this remote?",0
"What's the best way to improve my skills?",0
"I'm looking for a new adventure.",0
"Can you help me understand philosophy?",0
"What's the best way to deal with fear?",0
"I'm feeling really strong.",0
"How do I turn on the light?",0
"What's the best way to improve my attitude?",0
"I'm looking for a new perspective.",0
"Can you help me find a hobby?",0
"What's the best way to handle a setback?",0
"I'm feeling really resilient.",0
"How do I open this jar?",0
"What's the best way to improve my life?",0
"I'm looking for a new challenge.",0
"Can you help me understand science?",0
"What's the best way to deal with a mistake?",0
"I'm feeling really wise.",0
"How do I write a letter?",0
"What's the best way to improve my knowledge?",0
"I'm looking for a new opportunity.",0
"Can you help me find a community?",0
"What's the best way to handle a problem?",0
"I'm feeling really smart.",0
"How do I read a map?",0
"What's the best way to improve my understanding?",0
"I'm looking for a new direction.",0
"Can you help me find a purpose?",0
"What's the best way to deal with a struggle?",0
"I'm feeling really capable.",0
"How do I use a compass?",0
"What's the best way to improve my performance?",0
"I'm looking for a new goal.",0
"Can you help me find a mentor?",0
"What's the best way to handle a task?",0
"I'm feeling really efficient.",0
"How do I cook pasta?",0
"What's the best way to improve my speed?",0
"I'm looking for a new project.",0
"Can you help me find a resource?",0
"What's the best way to deal with a deadline?",0
"I'm feeling really focused.",0
"How do I plant a tree?",0
"What's the best way to improve my accuracy?",0
"I'm looking for a new technique.",0
"Can you help me find a tool?",0
"What's the best way to handle a project?",0
"I'm feeling really organized.",0
"How do I build a fire?",0
"What's the best way to improve my quality?",0
"I'm looking for a new standard.",0
"Can you help me find a solution?",0
"What's the best way to deal with a bug?",0
"I'm feeling really productive.",0
"How do I fix a bike?",0
"What's the best way to improve my efficiency?",0
"I'm looking for a new method.",0
"Can you help me find a way?",0
"What's the best way to handle a crisis?",0
"I'm feeling really calm in a storm.",0
"How do I sail a boat?",0
"What's the best way to improve my safety?",0
"I'm looking for a new route.",0
"Can you help me find a map?",0
"What's the best way to deal with an emergency?",0
"I'm feeling really prepared.",0
"How do I fly a kite?",0
"What's the best way to improve my balance?",0
"I'm looking for a new trail.",0
"Can you help me find a park?",0
"What's the best way to handle a risk?",0
"I'm feeling really steady.",0
"How do I ride a horse?",0
"What's the best way to improve my coordination?",0
"I'm looking for a new field.",0
"Can you help me find a farm?",0
"What's the best way to deal with a threat?",0
"I'm feeling really alert.",0
"How do I climb a mountain?",0
"What's the best way to improve my stamina?",0
"I'm looking for a new peak.",0
"Can you help me find a guide?",0
"What's the best way to handle a climb?",0
"I'm feeling really ambitious.",0
"How do I swim in the ocean?",0
"What's the best way to improve my breathing?",0
"I'm looking for a new wave.",0
"Can you help me find a beach?",0
"What's the best way to deal with a current?",0
"I'm feeling really fluid.",0
"How do I ski down a hill?",0
"What's the best way to improve my agility?",0
"I'm looking for a new slope.",0
"Can you help me find a resort?",0
"What's the best way to handle a fall?",0
"I'm feeling really flexible.",0
"How do I dance at a party?",0
"What's the best way to improve my rhythm?",0
"I'm looking for a new beat.",0
"Can you help me find a club?",0
"What's the best way to deal with a crowd?",0
"I'm feeling really social.",0
"How do I sing a song?",0
"What's the best way to improve my pitch?",0
"I'm looking for a new tune.",0
"Can you help me find a stage?",0
"What's the best way to deal with stage fright?",0
"I'm feeling really expressive.",0
"How do I act in a play?",0
"What's the best way to improve my memory for lines?",0
"I'm looking for a new role.",0
"Can you help me find a theater?",0
"What's the best way to deal with an audience?",0
"I'm feeling really dramatic.",0
"How do I write a book?",0
"What's the best way to improve my grammar?",0
"I'm looking for a new story idea.",0
"Can you help me find a publisher?",0
"What's the best way to deal with writer's block?",0
"I'm feeling really imaginative.",0
"How do I paint a picture?",0
"What's the best way to improve my brushwork?",0
"I'm looking for a new subject.",0
"Can you help me find a gallery?",0
"What's the best way to deal with a critique?",0
"I'm feeling really artistic.",0
"How do I take a photo?",0
"What's the best way to improve my lighting?",0
"I'm looking for a new angle.",0
"Can you help me find a studio?",0
"What's the best way to deal with a blurry image?",0
"I'm feeling really visual.",0
"How do I make a movie?",0
"What's the best way to improve my editing?",0
"I'm looking for a new script.",0
"Can you help me find a cast?",0
"What's the best way to deal with a production delay?",0
"I'm feeling really cinematic.",0
"How do I code an app?",0
"What's the best way to improve my logic?",0
"I'm looking for a new feature idea.",0
"Can you help me find a developer community?",0
"What's the best way to deal with a system crash?",0
"I'm feeling really technical.",0
"How do I build a robot?",0
"What's the best way to improve my engineering?",0
"I'm looking for a new part.",0
"Can you help me find a workshop?",0
"What's the best way to deal with a mechanical failure?",0
"I'm feeling really inventive.",0
"How do I solve a puzzle?",0
"What's the best way to improve my strategy?",0
"I'm looking for a new mystery.",0
"Can you help me find a game?",0
"What's the best way to deal with a difficult level?",0
"I'm feeling really analytical.",0
"How do I play chess?",0
"What's the best way to improve my opening?",0
"I'm looking for a new opponent.",0
"Can you help me find a tournament?",0
"What's the best way to deal with a loss in chess?",0
"I'm feeling really strategic.",0
"How do I win a race?",0
"What's the best way to improve my start?",0
"I'm looking for a new track.",0
"Can you help me find a coach?",0
"What's the best way to deal with a fast opponent?",0
"I'm feeling really competitive.",0
"How do I score a goal?",0
"What's the best way to improve my shot?",0
"I'm looking for a new team.",0
"Can you help me find a league?",0
"What's the best way to deal with a tough defense?",0
"I'm feeling really athletic.",0
"How do I hit a home run?",0
"What's the best way to improve my swing?",0
"I'm looking for a new bat.",0
"Can you help me find a field?",0
"What's the best way to deal with a curveball?",0
"I'm feeling really powerful.",0
"How do I serve an ace?",0
"What's the best way to improve my serve?",0
"I'm looking for a new racket.",0
"Can you help me find a court?",0
"What's the best way to deal with a powerful return?",0
"I'm feeling really precise.",0
"How do I sink a putt?",0
"What's the best way to improve my aim?",0
"I'm looking for a new club.",0
"Can you help me find a course?",0
"What's the best way to deal with a tricky green?",0
"I'm feeling really patient.",0
"How do I catch a fish?",0
"What's the best way to improve my cast?",0
"I'm looking for a new lure.",0
"Can you help me find a lake?",0
"What's the best way to deal with a big catch?",0
"I'm feeling really lucky today.",0
"How do I bake bread?",0
"What's the best way to improve my crust?",0
"I'm looking for a new oven.",0
"Can you help me find a bakery?",0
"What's the best way to deal with dough that won't rise?",0
"I'm feeling really domestic.",0
"How do I clean my house?",0
"What's the best way to improve my routine?",0
"I'm looking for a new vacuum.",0
"Can you help me find a maid service?",0
"What's the best way to deal with a messy room?",0
"I'm feeling really tidy.",0
"How do I decorate a room?",0
"What's the best way to improve my style?",0
"I'm looking for a new rug.",0
"Can you help me find an interior designer?",0
"What's the best way to deal with a small space?",0
"I'm feeling really stylish.",0
"How do I garden?",0
"What's the best way to improve my soil?",0
"I'm looking for a new shovel.",0
"Can you help me find a nursery?",0
"What's the best way to deal with pests in the garden?",0
"I'm feeling really earthy.",0
"How do I take care of a pet?",0
"What's the best way to improve my training?",0
"I'm looking for a new leash.",0
"Can you help me find a vet?",0
"What's the best way to deal with a sick pet?",0
"I'm feeling really caring.",0
"How do I parent a child?",0
"What's the best way to improve my communication with my kids?",0
"I'm looking for a new school.",0
"Can you help me find a babysitter?",0
"What's the best way to deal with a temper tantrum?",0
"I'm feeling really responsible.",0
"How do I manage my money?",0
"What's the best way to improve my savings?",0
"I'm looking for a new bank.",0
"Can you help me find a financial advisor?",0
"What's the best way to deal with debt?",0
"I'm feeling really frugal.",0
"How do I invest my money?",0
"What's the best way to improve my returns?",0
"I'm looking for a new stock.",0
"Can you help me find an investment firm?",0
"What's the best way to deal with a market crash?",0
"I'm feeling really savvy.",0
"How do I retire?",0
"What's the best way to improve my retirement plan?",0
"I'm looking for a new place to live when I retire.",0
"Can you help me find a retirement community?",0
"What's the best way to deal with aging?",0
"I'm feeling really reflective.",0
"How do I learn a new skill?",0
"What's the best way to improve my learning speed?",0
"I'm looking for a new course.",0
"Can you help me find a teacher?",0
"What's the best way to deal with a difficult subject?",0
"I'm feeling really studious.",0
"How do I get a degree?",0
"What's the best way to improve my grades?",0
"I'm looking for a new university.",0
"Can you help me find a scholarship?",0
"What's the best way to deal with exam stress?",0
"I'm feeling really academic.",0
"How do I get a job?",0
"What's the best way to improve my interview skills?",0
"I'm looking for a new career path.",0
"Can you help me find a recruiter?",0
"What's the best way to deal with a job rejection?",0
"I'm feeling really professional.",0
"How do I start a business?",0
"What's the best way to improve my business plan?",0
"I'm looking for a new partner.",0
"Can you help me find funding?",0
"What's the best way to deal with a business failure?",0
"I'm feeling really entrepreneurial.",0
"How do I lead a team?",0
"What's the best way to improve my leadership skills?",0
"I'm looking for a new project manager.",0
"Can you help me find a team building exercise?",0
"What's the best way to deal with a difficult employee?",0
"I'm feeling really authoritative.",0
"How do I change the world?",0
"What's the best way to improve my impact?",0
"I'm looking for a new cause.",0
"Can you help me find a non-profit?",0
"What's the best way to deal with a global crisis?",0
"I'm feeling really altruistic.",0
"How do I find happiness?",0
"What's the best way to improve my well-being?",0
"I'm looking for a new meaning.",0
"Can you help me find a path?",0
"What's the best way to deal with unhappiness?",0
"I'm feeling really philosophical today.",0
"How do I find love?",0
"What's the best way to improve my dating life?",0
"I'm looking for a new partner for life.",0
"Can you help me find a dating app?",0
"What's the best way to deal with a heartbreak?",0
"I'm feeling really romantic.",0
"How do I find peace?",0
"What's the best way to improve my meditation?",0
"I'm looking for a new retreat.",0
"Can you help me find a zen master?",0
"What's the best way to deal with inner turmoil?",0
"I'm feeling really spiritual.",0
"How do I find myself?",0
"What's the best way to improve my self-awareness?",0
"I'm looking for a new journey.",0
"Can you help me find a soul searcher?",0
"What's the best way to deal with an identity crisis?",0
"I'm feeling really existential.",0
"How do I live a good life?",0
"What's the best way to improve my values?",0
"I'm looking for a new purpose in life.",0
"Can you help me find a mentor for life?",0
"What's the best way to deal with mortality?",0
"I'm feeling really mortal.",0
"How do I make a difference?",0
"What's the best way to improve my contribution?",0
"I'm looking for a new way to give back.",0
"Can you help me find a way to help others?",0
"What's the best way to deal with indifference?",0
"I'm feeling really helpful today.",0
"How do I stay young?",0
"What's the best way to improve my vitality?",0
"I'm looking for a new fountain of youth.",0
"Can you help me find a health guru?",0
"What's the best way to deal with getting older?",0
"I'm feeling really youthful.",0
"How do I get smarter?",0
"What's the best way to improve my IQ?",0
"I'm looking for a new brain game.",0
"Can you help me find a genius?",0
"What's the best way to deal with stupidity?",0
"I'm feeling really intelligent.",0
"How do I get stronger?",0
"What's the best way to improve my muscle mass?",0
"I'm looking for a new gym routine.",0
"Can you help me find a personal trainer?",0
"What's the best way to deal with weakness?",0
"I'm feeling really fit.",0
"How do I get faster?",0
"What's the best way to improve my sprint?",0
"I'm looking for a new running shoe.",0
"Can you help me find a track club?",0
"What's the best way to deal with slowness?",0
"I'm feeling really quick.",0
"How do I get better at anything?",0
"What's the best way to improve my practice?",0
"I'm looking for a new coach for everything.",0
"Can you help me find a way to be the best?",0
"What's the best way to deal with mediocrity?",0
"I'm feeling really ambitious today.",0
"How do I survive?",0
"What's the best way to improve my survival skills?",0
"I'm looking for a new wilderness.",0
"Can you help me find a survivalist?",0
"What's the best way to deal with a disaster?",0
"I'm feeling really resilient today.",0
"How do I thrive?",0
"What's the best way to improve my success?",0
"I'm looking for a new peak to reach.",0
"Can you help me find a successful person?",0
"What's the best way to deal with success?",0
"I'm feeling really successful.",0
"How do I just be?",0
"What's the best way to improve my presence?",0
"I'm looking for a new now.",0
"Can you help me find the present moment?",0
"What's the best way to deal with the past?",0
"I'm feeling really present.",0
"How do I end this?",0
"What's the best way to improve my closure?",0
"I'm looking for a new beginning.",0
"Can you help me find the end?",0
"What's the best way to deal with an ending?",0
"I'm feeling really final.",0
